#10000,100,,,,,,,,,,,,,,,,,,,
Index,AccelX_H,AccelX_L,AccelY_H,AccelY_L,AccelZ_H,AccelZ_L,GyroX_H,GyroX_L,GyroY_H,GyroY_L,GyroZ_H,GyroZ_L,MagX_H,MagX_L,MagY_H,MagY_L,MagZ_H,MagZ_L,Temp_H,Temp_L
265,4,3F,1,C2,5,DB,0,FA,FE,33,0,1,0,0,0,0,0,0,D,A0
266,4,3D,1,BE,5,F4,0,B1,FE,E5,FF,EC,0,0,0,0,0,0,D,D0
267,4,F,1,AE,6,55,0,CD,FE,EB,FF,F5,0,0,0,0,0,0,D,D0
268,3,DC,1,FD,7,14,1,5D,FE,32,0,5E,0,0,0,0,0,0,D,90
269,3,F8,1,FF,6,DE,1,75,FD,EB,0,77,0,0,0,0,0,0,D,A0
270,4,3A,1,FF,6,69,0,F0,FD,F3,0,66,0,0,0,0,0,0,D,A0
271,4,1A,1,B2,6,9A,0,E6,FD,AD,0,56,0,0,0,0,0,0,E,0
272,4,B,1,C6,6,F0,1,76,FC,B5,0,8F,0,0,0,0,0,0,D,D0
273,4,34,1,D0,6,8C,2,33,FB,F1,0,EB,0,0,0,0,0,0,E,10
274,4,88,1,DC,6,D,2,83,FB,D2,1,4,0,0,0,0,0,0,D,90
275,4,DE,2,9,5,80,2,18,FC,2D,0,C9,0,0,0,0,0,0,D,D0
276,5,F,2,B,5,40,1,D1,FC,A6,0,A5,0,0,0,0,0,0,D,90
277,5,31,2,5B,5,38,1,A5,FD,24,0,AE,0,0,0,0,0,0,D,70
278,5,7F,2,8A,4,E1,1,28,FD,B9,0,B5,0,0,0,0,0,0,D,A0
279,5,A5,2,A3,4,A4,0,B4,FE,A7,0,D4,0,0,0,0,0,0,D,E0
280,5,89,2,7A,4,F3,FF,C6,FF,41,0,77,0,0,0,0,0,0,D,E0
281,5,9A,2,19,4,C2,FE,C1,0,2E,FF,DB,0,0,0,0,0,0,D,50
282,5,A4,2,1C,4,AB,FE,7C,0,AB,FF,B8,0,0,0,0,0,0,D,A0
283,5,80,2,34,5,11,FE,B0,1,39,FF,C3,0,0,0,0,0,0,D,A0
284,5,66,2,31,5,43,FE,E8,1,90,FF,E9,0,0,0,0,0,0,D,A0
285,5,54,2,35,5,5E,FE,EC,1,E1,FF,FC,0,0,0,0,0,0,D,50
286,5,3E,1,F4,5,9E,FE,9D,1,F6,FF,B3,0,0,0,0,0,0,D,C0
287,5,4E,1,ED,5,1D,FE,78,2,51,FF,55,0,0,0,0,0,0,D,D0
288,5,6E,1,F6,5,0,FE,2B,3,4C,FE,FF,0,0,0,0,0,0,D,60
289,5,6,1,E1,5,51,FD,DC,4,30,FE,A7,0,0,0,0,0,0,D,A0
290,4,AE,2,0,5,AD,FD,57,5,19,FE,32,0,0,0,0,0,0,D,90
291,4,56,2,44,6,4F,FC,3A,5,B9,FD,BC,0,0,0,0,0,0,D,A0
292,4,12,2,52,6,C6,FB,66,5,A6,FD,A7,0,0,0,0,0,0,D,D0
293,4,D,2,3A,6,B3,FB,6C,5,4D,FE,23,0,0,0,0,0,0,E,10
294,3,D1,1,9F,6,81,FB,C8,5,51,FE,94,0,0,0,0,0,0,D,D0
295,3,64,1,15,6,CF,FB,DD,5,63,FE,9A,0,0,0,0,0,0,D,90
296,3,39,0,DC,6,9F,FC,4,5,44,FE,8F,0,0,0,0,0,0,D,D0
297,2,EF,0,98,6,A6,FC,56,5,51,FE,61,0,0,0,0,0,0,D,A0
298,2,91,0,A1,7,58,FC,19,5,A1,FE,10,0,0,0,0,0,0,D,70
299,2,53,0,EC,7,D5,FC,62,5,33,FE,41,0,0,0,0,0,0,D,E0
300,2,4E,0,A0,7,8C,FD,2E,4,62,FE,C4,0,0,0,0,0,0,D,A0
301,2,49,0,5B,7,7,FD,E8,4,2C,FF,10,0,0,0,0,0,0,D,70
302,2,24,0,85,7,4E,FD,A0,4,77,FE,DE,0,0,0,0,0,0,D,C0
303,2,F,0,B4,7,61,FD,64,4,77,FE,CA,0,0,0,0,0,0,D,C0
304,1,A5,0,D7,7,C1,FC,F9,4,73,FE,CE,0,0,0,0,0,0,E,0
305,1,A2,0,D3,7,C3,FD,80,4,29,FF,25,0,0,0,0,0,0,D,C0
306,1,88,0,BE,7,B8,FD,F4,3,FA,FF,B6,0,0,0,0,0,0,D,D0
307,1,5A,0,53,7,B6,FE,78,3,CF,0,1D,0,0,0,0,0,0,D,A0
308,1,7F,0,2C,7,27,FE,77,3,DB,0,18,0,0,0,0,0,0,D,E0
309,1,42,0,84,7,13,FE,5E,4,1F,0,22,0,0,0,0,0,0,D,E0
310,0,C2,0,2F,7,B0,FE,28,4,C7,0,48,0,0,0,0,0,0,E,0
311,0,D,FF,E7,8,A9,FD,8B,4,C5,0,11,0,0,0,0,0,0,D,A0
312,FF,F9,FF,D6,8,D0,FD,1F,3,F3,FF,BE,0,0,0,0,0,0,E,0
313,0,2B,FF,8B,7,D4,FD,7A,3,37,FF,BF,0,0,0,0,0,0,D,A0
314,0,25,FF,96,7,82,FD,B4,3,92,FF,9C,0,0,0,0,0,0,D,A0
315,FF,ED,FF,9F,8,A,FD,4B,3,ED,FF,7C,0,0,0,0,0,0,D,70
316,FF,96,FF,6E,8,81,FD,3B,3,8C,FF,83,0,0,0,0,0,0,D,A0
317,FF,56,FF,5E,8,93,FD,8A,2,CD,FF,95,0,0,0,0,0,0,D,70
318,FF,34,FF,37,8,C8,FE,1C,2,9,FF,C9,0,0,0,0,0,0,D,A0
319,FF,59,FF,1E,8,73,FE,B6,1,3E,0,E,0,0,0,0,0,0,D,C0
320,FF,93,FF,1F,7,E3,FF,37,0,F9,0,4E,0,0,0,0,0,0,D,D0
321,FF,6D,FF,11,7,F7,FF,A1,1,7,0,87,0,0,0,0,0,0,D,70
322,FF,33,FE,CD,8,52,FF,A4,0,D2,0,54,0,0,0,0,0,0,D,90
323,FF,32,FE,C5,8,80,FF,68,0,66,0,2,0,0,0,0,0,0,D,C0
324,FF,3B,FE,F5,8,81,FF,7B,0,3C,FF,FB,0,0,0,0,0,0,D,60
325,FF,3C,FF,60,8,93,FF,AF,FF,E7,0,2C,0,0,0,0,0,0,D,C0
326,FF,53,FF,68,8,B3,FF,7B,FF,9A,0,5E,0,0,0,0,0,0,D,D0
327,FF,4F,FF,40,8,8E,FF,8,FF,38,0,50,0,0,0,0,0,0,E,0
328,FF,79,FF,2F,8,61,FE,37,FF,7,0,C,0,0,0,0,0,0,D,C0
329,FF,A3,FF,40,8,33,FD,3F,FF,13,FF,DD,0,0,0,0,0,0,D,60
330,FF,86,FF,2D,8,44,FC,BD,FE,FD,FF,E5,0,0,0,0,0,0,D,C0
331,FF,93,FF,23,8,50,FC,64,FE,B1,0,15,0,0,0,0,0,0,D,A0
332,FF,9C,FF,9,8,52,FB,FF,FE,78,0,33,0,0,0,0,0,0,D,A0
333,FF,C7,FE,BB,8,8,FB,89,FE,40,0,39,0,0,0,0,0,0,D,A0
334,FF,FB,FE,5A,8,0,FA,7B,FD,E4,FF,D0,0,0,0,0,0,0,D,30
335,FF,E0,FE,59,7,C4,FA,57,FD,EF,FF,D5,0,0,0,0,0,0,D,E0
336,0,18,FE,3C,7,B4,FA,28,FE,4A,FF,F5,0,0,0,0,0,0,D,70
337,0,3B,FE,23,7,4E,F9,DB,FE,C4,0,A,0,0,0,0,0,0,D,E0
338,0,3F,FD,D6,7,28,FB,27,FF,59,0,97,0,0,0,0,0,0,D,E0
339,0,49,FD,87,7,4E,FB,12,FF,AD,0,A8,0,0,0,0,0,0,D,60
340,0,66,FD,45,7,18,FA,33,FF,F6,0,64,0,0,0,0,0,0,D,A0
341,0,38,FC,EE,6,E3,FA,F,0,76,0,4C,0,0,0,0,0,0,D,C0
342,0,30,FC,B4,7,B,F9,F1,0,9C,0,3C,0,0,0,0,0,0,D,50
343,0,21,FC,80,7,21,FA,36,0,7F,0,69,0,0,0,0,0,0,D,A0
344,FF,FD,FC,27,6,EF,FA,B7,0,A2,0,95,0,0,0,0,0,0,D,D0
345,FF,E9,FB,BE,7,14,FA,7A,0,97,0,43,0,0,0,0,0,0,D,70
346,FF,F5,FB,C6,6,E9,FA,1F,0,75,0,F,0,0,0,0,0,0,D,60
347,0,3D,FB,DC,6,54,FA,1F,0,AA,0,52,0,0,0,0,0,0,D,70
348,0,1C,FB,CE,6,35,FA,2B,1,13,0,97,0,0,0,0,0,0,D,90
349,FF,F1,FA,F4,6,67,F9,DF,1,3,0,76,0,0,0,0,0,0,D,C0
350,FF,CE,FB,2,6,8C,F9,C5,0,C1,0,55,0,0,0,0,0,0,D,A0
351,FF,B2,FA,CC,6,53,F9,C4,0,90,0,41,0,0,0,0,0,0,E,0
352,FF,D2,FA,9F,5,FC,F9,88,0,8D,0,43,0,0,0,0,0,0,D,60
353,FF,D3,FA,67,5,B4,F9,29,0,95,0,27,0,0,0,0,0,0,D,C0
354,FF,F2,FA,88,5,4D,F9,55,0,D2,0,6E,0,0,0,0,0,0,D,C0
355,FF,E6,FA,51,4,F7,F9,1E,1,2C,0,7A,0,0,0,0,0,0,D,E0
356,FF,B1,F9,C9,4,FB,F8,B3,1,30,0,4C,0,0,0,0,0,0,D,D0
357,FF,A5,F9,8A,4,F4,F8,E0,0,E9,0,57,0,0,0,0,0,0,D,50
358,FF,9D,F9,5B,4,2F,F9,81,0,E7,0,A1,0,0,0,0,0,0,D,E0
359,FF,60,F8,D5,4,2A,F9,AE,0,F1,0,AC,0,0,0,0,0,0,D,A0
360,FF,3A,F8,94,4,7,F9,5F,0,FB,0,4A,0,0,0,0,0,0,D,90
361,FF,4D,F8,7E,3,D9,F8,D4,0,ED,FF,AD,0,0,0,0,0,0,D,D0
362,FF,8B,F8,AF,3,4F,F9,8B,0,B8,FF,A4,0,0,0,0,0,0,D,D0
363,FF,A9,F8,99,3,1,F9,DD,0,C8,FF,DA,0,0,0,0,0,0,D,70
364,FF,77,F8,7B,2,E8,FA,72,0,CD,0,22,0,0,0,0,0,0,D,D0
365,FF,69,F8,26,3,11,FB,42,0,B4,0,5A,0,0,0,0,0,0,D,70
366,FF,63,F8,B,2,C4,FB,BF,0,4E,0,49,0,0,0,0,0,0,D,C0
367,FF,93,F8,3D,2,6A,FC,EB,FF,DF,0,9B,0,0,0,0,0,0,D,A0
368,FF,54,F7,B3,2,37,FD,53,0,0,0,B4,0,0,0,0,0,0,D,C0
369,FF,47,F7,A7,2,29,FD,5C,0,18,0,68,0,0,0,0,0,0,D,A0
370,FF,5B,F7,BE,2,2,FE,20,FF,F2,0,5D,0,0,0,0,0,0,D,70
371,FF,3A,F7,B3,1,E4,FF,4D,FF,BF,0,AC,0,0,0,0,0,0,D,A0
372,FF,17,F7,6D,1,FA,0,16,FF,BB,0,91,0,0,0,0,0,0,E,10
373,FF,17,F7,51,2,3,0,C2,FF,8F,0,48,0,0,0,0,0,0,E,10
374,FF,7,F7,63,1,FD,2,21,FF,47,0,4D,0,0,0,0,0,0,D,C0
375,FF,14,F7,75,2,18,3,7,FF,2,0,11,0,0,0,0,0,0,D,90
376,FF,1D,F7,84,2,0,3,55,FE,FE,FF,FE,0,0,0,0,0,0,D,70
377,FF,13,F7,4B,2,3E,3,AF,FE,F4,FF,C7,0,0,0,0,0,0,D,E0
378,FF,7,F7,69,2,84,5,56,FE,C0,FF,BF,0,0,0,0,0,0,D,A0
379,FE,F4,F7,A7,2,D1,6,6E,FE,A2,FF,A2,0,0,0,0,0,0,D,C0
380,FE,E4,F7,E1,3,24,7,48,FE,A2,FF,71,0,0,0,0,0,0,D,A0
381,FF,49,F7,D7,3,9B,7,B6,FE,6A,FF,1E,0,0,0,0,0,0,E,0
382,FF,77,F8,58,3,34,7,9D,FE,46,FE,BA,0,0,0,0,0,0,D,A0
383,FF,C2,F9,21,3,8A,7,26,FE,E8,FE,BD,0,0,0,0,0,0,D,70
384,FF,AD,F9,6B,4,27,7,5E,FF,38,FF,15,0,0,0,0,0,0,D,A0
385,FF,A0,F9,5E,4,B1,7,98,FF,2B,FF,44,0,0,0,0,0,0,D,C0
386,FF,AF,F9,77,4,FB,7,AD,FE,DF,FF,17,0,0,0,0,0,0,E,0
387,FF,B6,F9,9D,4,F6,8,8E,FE,D3,FF,3B,0,0,0,0,0,0,D,70
388,FF,E4,F9,AC,5,35,8,A6,FE,B5,FF,29,0,0,0,0,0,0,D,70
389,0,2C,F9,F3,4,E9,8,3C,FE,C7,FE,CD,0,0,0,0,0,0,E,0
390,0,1F,FA,57,4,B3,7,EE,FF,A2,FE,7B,0,0,0,0,0,0,D,A0
391,FF,E4,FA,E7,5,50,9,73,0,1B,FE,BF,0,0,0,0,0,0,D,D0
392,FF,D0,FB,42,6,26,C,78,FF,A3,FF,89,0,0,0,0,0,0,D,E0
393,0,4A,FB,D2,6,DA,B,6F,FF,2F,FF,9C,0,0,0,0,0,0,D,70
394,0,20,FB,BC,6,DA,A,DF,FE,C8,FF,55,0,0,0,0,0,0,D,D0
395,0,6C,FC,6C,6,59,9,E8,FE,72,FE,D4,0,0,0,0,0,0,D,D0
396,0,6C,FD,26,5,F9,A,6C,FF,33,FF,11,0,0,0,0,0,0,D,70
397,0,4F,FD,7B,6,DA,B,26,0,6,FF,70,0,0,0,0,0,0,D,D0
398,0,7F,FD,A4,7,D4,A,3D,FF,A7,FF,3F,0,0,0,0,0,0,D,C0
399,0,AD,FE,4E,7,CB,9,2E,FF,15,FE,EF,0,0,0,0,0,0,E,0
400,0,EF,FF,6,7,59,8,28,FF,3D,FF,61,0,0,0,0,0,0,D,D0
401,0,EC,FF,BA,6,F2,8,29,0,3C,0,D,0,0,0,0,0,0,D,70
402,0,B2,FF,8E,7,74,8,54,0,B4,0,5C,0,0,0,0,0,0,D,C0
403,0,AF,FF,84,7,95,8,40,0,9E,0,3A,0,0,0,0,0,0,D,E0
404,0,5C,FF,54,7,B2,8,77,0,A4,FF,EE,0,0,0,0,0,0,D,C0
405,0,1A,FF,A1,8,E,8,46,0,58,FF,77,0,0,0,0,0,0,D,70
406,0,5E,0,91,8,1,8,22,0,21,FF,87,0,0,0,0,0,0,D,90
407,0,9E,1,19,7,9F,7,BC,0,5D,FF,C0,0,0,0,0,0,0,D,D0
408,0,B3,1,25,7,6F,7,52,0,C4,FF,8E,0,0,0,0,0,0,D,90
409,0,50,0,EB,7,5C,7,46,1,B,FF,40,0,0,0,0,0,0,D,70
410,0,3F,0,FA,7,7D,7,85,1,56,FE,BD,0,0,0,0,0,0,D,A0
411,FF,DD,1,4B,7,BC,8,13,1,A,FE,A3,0,0,0,0,0,0,D,C0
412,0,87,1,95,8,7,7,B2,0,41,FE,64,0,0,0,0,0,0,D,A0
413,0,38,3,10,7,19,8,B,0,5F,FE,E7,0,0,0,0,0,0,D,E0
414,0,69,3,5E,7,14,8,63,0,AC,FF,81,0,0,0,0,0,0,D,90
415,0,38,3,79,6,F0,8,56,1,1A,FF,EA,0,0,0,0,0,0,D,C0
416,FF,FB,3,32,7,4B,7,F2,0,FD,FF,C0,0,0,0,0,0,0,D,D0
417,FF,F9,3,59,7,48,7,CD,0,70,FF,94,0,0,0,0,0,0,D,E0
418,0,2E,3,F0,6,CA,7,5C,0,5D,FF,A2,0,0,0,0,0,0,D,C0
419,0,5A,4,BA,6,3E,7,56,0,DB,0,29,0,0,0,0,0,0,D,60
420,0,26,4,D8,6,E,6,C1,1,35,0,6B,0,0,0,0,0,0,E,0
421,0,2C,4,D8,6,5F,6,5,1,5,0,23,0,0,0,0,0,0,E,10
422,0,4,5,22,6,53,5,D1,0,F2,0,26,0,0,0,0,0,0,D,60
423,FF,D7,5,70,6,26,5,D4,0,EC,0,8F,0,0,0,0,0,0,D,D0
424,FF,FF,5,83,6,26,5,BB,0,EC,1,21,0,0,0,0,0,0,D,A0
425,FF,C4,5,83,6,2A,5,E2,0,84,1,88,0,0,0,0,0,0,D,E0
426,FF,DD,5,62,5,E5,5,B9,0,14,1,5C,0,0,0,0,0,0,D,E0
427,FF,E5,5,83,5,3B,5,C3,0,45,1,17,0,0,0,0,0,0,D,60
428,0,15,6,2A,5,1B,5,A3,0,B2,1,83,0,0,0,0,0,0,E,0
429,0,D,6,58,5,3A,5,F3,0,89,2,1D,0,0,0,0,0,0,D,E0
430,0,0,6,1,5,41,6,4,0,14,2,2F,0,0,0,0,0,0,D,90
431,FF,F8,5,FF,4,E5,6,35,FF,FF,2,2A,0,0,0,0,0,0,D,D0
432,FF,FA,6,1A,4,A7,6,83,FF,EB,1,F5,0,0,0,0,0,0,D,70
433,0,0,6,6B,4,61,6,FB,FF,E0,1,E6,0,0,0,0,0,0,D,A0
434,0,48,6,7B,4,9,7,20,FF,DD,1,ED,0,0,0,0,0,0,E,0
435,0,77,6,A2,3,BC,7,68,FF,ED,2,1C,0,0,0,0,0,0,D,70
436,0,A5,6,FA,3,9E,7,20,FF,F4,2,46,0,0,0,0,0,0,D,A0
437,0,81,7,31,3,63,6,35,FF,DE,1,D4,0,0,0,0,0,0,D,C0
438,0,50,7,5D,3,37,5,C2,FF,C9,1,A9,0,0,0,0,0,0,D,C0
439,0,C7,7,BE,2,84,4,C7,FF,8C,1,5F,0,0,0,0,0,0,D,C0
440,0,A5,7,DC,2,5F,3,A6,FF,B7,0,E8,0,0,0,0,0,0,D,70
441,0,AC,8,22,2,9E,2,E3,FF,D2,0,D4,0,0,0,0,0,0,D,C0
442,0,C6,8,F,2,82,2,63,FF,79,0,E1,0,0,0,0,0,0,D,D0
443,1,5,7,C8,2,8,1,DA,FF,46,0,90,0,0,0,0,0,0,D,70
444,1,5,8,30,1,F0,0,DE,FF,AD,0,0,0,0,0,0,0,0,D,E0
445,0,DB,8,5E,2,4E,0,2E,FF,FC,0,3,0,0,0,0,0,0,D,70
446,0,DA,8,53,2,6D,FF,64,FF,E0,FF,EE,0,0,0,0,0,0,D,70
447,0,CE,8,52,2,82,FE,DC,FF,D3,FF,D0,0,0,0,0,0,0,D,D0
448,0,BD,8,56,2,9A,FD,9E,FF,B8,FF,77,0,0,0,0,0,0,D,50
449,0,CA,8,9B,2,C9,FC,44,FF,83,FF,C,0,0,0,0,0,0,D,D0
450,0,C0,8,6F,2,D7,FA,E1,FF,4F,FE,DD,0,0,0,0,0,0,D,E0
451,0,87,8,24,3,15,F9,DA,FF,33,FE,C9,0,0,0,0,0,0,E,0
452,0,9C,7,C1,3,33,F9,2E,FF,6,FE,AA,0,0,0,0,0,0,D,C0
453,0,FC,7,65,3,53,F8,9A,FE,D6,FE,A3,0,0,0,0,0,0,D,60
454,1,12,7,2A,3,48,F7,E8,FE,D9,FE,5C,0,0,0,0,0,0,D,C0
455,0,F0,7,21,3,70,F7,68,FF,38,FE,37,0,0,0,0,0,0,D,A0
456,0,A9,6,AB,3,D7,F7,1,FF,98,FE,24,0,0,0,0,0,0,D,A0
457,0,76,6,1D,4,48,F6,62,FF,B9,FD,93,0,0,0,0,0,0,D,C0
458,0,75,5,E1,4,C9,F5,D5,FF,93,FD,A,0,0,0,0,0,0,D,70
459,0,69,5,D1,4,FD,F5,9C,FF,50,FC,BB,0,0,0,0,0,0,D,D0
460,0,94,5,F9,5,1A,F5,45,FF,4A,FC,EA,0,0,0,0,0,0,D,60
461,0,7E,5,DA,5,3B,F4,ED,FF,82,FD,3C,0,0,0,0,0,0,D,D0
462,0,36,5,77,5,9F,F4,BE,FF,9F,FD,64,0,0,0,0,0,0,D,C0
463,0,1F,5,E,6,33,F4,C7,FF,CE,FD,E2,0,0,0,0,0,0,D,C0
464,0,F,4,D9,6,DF,F5,17,FF,A7,FE,89,0,0,0,0,0,0,D,D0
465,FF,FA,4,60,7,44,F5,4F,FE,EC,FF,1C,0,0,0,0,0,0,D,C0
466,0,17,3,EB,7,4D,F5,69,FE,1F,FF,89,0,0,0,0,0,0,D,70
467,0,25,3,5F,7,49,F6,24,FD,7E,0,30,0,0,0,0,0,0,D,C0
468,0,36,2,C9,6,F4,F7,80,FD,69,0,C0,0,0,0,0,0,0,D,C0
469,0,58,2,66,7,3A,F8,28,FD,BF,1,1B,0,0,0,0,0,0,D,C0
470,0,21,2,27,7,FB,F8,AE,FD,A7,1,9C,0,0,0,0,0,0,E,0
471,0,49,1,D4,8,5D,FA,86,FC,AB,2,9B,0,0,0,0,0,0,D,D0
472,0,97,1,5,7,A8,FC,B6,FB,EB,3,E,0,0,0,0,0,0,D,D0
473,0,E4,0,87,6,D0,FD,EA,FC,4B,2,97,0,0,0,0,0,0,E,0
474,0,FE,0,49,6,A0,FC,A8,FD,DC,1,74,0,0,0,0,0,0,D,A0
475,0,B5,0,9D,7,F3,FB,9A,FE,AD,0,A6,0,0,0,0,0,0,D,A0
476,0,C6,0,B1,8,F1,FC,3A,FE,59,0,8B,0,0,0,0,0,0,D,C0
477,0,E9,0,CB,8,D0,FD,76,FD,1E,0,DB,0,0,0,0,0,0,D,90
478,1,E,0,B8,8,4F,FE,BF,FC,4F,1,2A,0,0,0,0,0,0,D,D0
479,1,33,0,A1,8,E,FF,4F,FC,54,1,3B,0,0,0,0,0,0,D,90
480,1,9B,0,90,7,DF,0,B,FC,3B,1,38,0,0,0,0,0,0,D,D0
481,1,E0,0,73,7,BA,FF,BD,FC,13,0,F7,0,0,0,0,0,0,D,60
482,1,C0,0,9A,8,11,FF,82,FB,D6,0,ED,0,0,0,0,0,0,D,A0
483,1,C7,0,4B,8,32,0,D9,FB,19,1,1B,0,0,0,0,0,0,D,90
484,1,F6,FF,FE,7,C6,1,C,FA,54,0,87,0,0,0,0,0,0,D,A0
485,2,21,0,0,7,54,1,6D,FA,21,FF,F6,0,0,0,0,0,0,D,C0
486,2,71,0,60,7,47,1,76,FA,2A,FF,A8,0,0,0,0,0,0,D,A0
487,2,D3,0,EB,7,33,0,15,FA,4,FF,D5,0,0,0,0,0,0,D,C0
488,2,C3,0,EE,7,1B,0,43,FA,1D,0,6,0,0,0,0,0,0,D,C0
489,2,DC,0,94,7,2F,0,78,FA,21,FF,D7,0,0,0,0,0,0,D,A0
490,3,43,0,F6,6,CF,1,33,F9,E6,FF,85,0,0,0,0,0,0,D,E0
491,3,5C,1,14,6,8F,0,C3,FA,4F,FF,5A,0,0,0,0,0,0,D,A0
492,3,66,0,F3,7,2D,0,BC,FA,44,FF,45,0,0,0,0,0,0,D,90
493,3,CD,1,F,6,81,0,A9,F9,CA,FE,D1,0,0,0,0,0,0,D,A0
494,4,32,1,42,5,F1,0,AD,FA,D0,FE,98,0,0,0,0,0,0,D,A0
495,4,95,2,60,6,D0,FF,A4,FA,AA,FF,2B,0,0,0,0,0,0,D,D0
496,4,96,2,4,6,89,0,2D,FA,53,FF,7E,0,0,0,0,0,0,E,0
497,4,A0,1,49,6,5F,1,30,FA,46,FF,93,0,0,0,0,0,0,D,30
498,5,6,1,35,5,44,1,5F,FA,E2,FF,23,0,0,0,0,0,0,E,0
499,5,2E,1,84,4,DC,2,1B,FB,DD,FF,1C,0,0,0,0,0,0,D,90
500,5,2,1,B8,5,C0,2,E6,FB,EE,FF,45,0,0,0,0,0,0,E,0
501,5,4A,1,AF,5,D4,1,D2,FB,1D,FF,B,0,0,0,0,0,0,D,D0
502,5,AE,2,4F,5,14,0,A5,FB,B8,FF,18,0,0,0,0,0,0,D,70
503,5,F6,2,1,4,B7,0,9A,FB,FF,FF,21,0,0,0,0,0,0,D,90
504,6,6,2,52,4,5C,0,3A,FC,BB,FF,1E,0,0,0,0,0,0,D,C0
505,6,2C,2,25,4,4C,0,85,FD,65,FF,58,0,0,0,0,0,0,D,90
506,6,3C,2,84,4,6E,0,A9,FD,EA,FF,A9,0,0,0,0,0,0,D,D0
507,6,4B,2,7F,4,67,0,F0,FD,EF,0,A,0,0,0,0,0,0,D,C0
508,6,6F,2,69,3,DB,0,79,FE,AB,FF,F6,0,0,0,0,0,0,D,A0
509,6,9B,2,6A,3,8E,FF,E,FF,93,FF,9F,0,0,0,0,0,0,D,C0
510,6,8B,2,E7,3,8C,FE,28,0,BD,FF,BA,0,0,0,0,0,0,D,60
511,6,9A,3,13,3,FF,FD,E1,1,71,0,40,0,0,0,0,0,0,D,C0
512,6,93,3,27,4,E,FD,6C,2,7,0,D7,0,0,0,0,0,0,D,A0
513,6,B7,2,FE,4,32,FD,37,2,85,1,B4,0,0,0,0,0,0,D,E0
514,6,86,2,D3,3,D1,FD,C1,3,44,2,7B,0,0,0,0,0,0,D,D0
515,6,C,2,14,3,E5,FD,8F,3,CE,2,64,0,0,0,0,0,0,D,70
516,5,C0,1,EA,4,58,FD,50,3,DD,2,7C,0,0,0,0,0,0,D,D0
517,5,75,1,40,4,75,FD,53,3,85,2,3A,0,0,0,0,0,0,D,D0
518,5,76,1,5,4,B6,FD,CF,3,A8,2,6,0,0,0,0,0,0,D,60
519,5,8C,0,BE,4,66,FE,5A,3,BB,1,D7,0,0,0,0,0,0,D,A0
520,5,70,0,F6,3,D0,FD,FC,5,23,1,A7,0,0,0,0,0,0,D,E0
521,5,8,0,BA,5,59,FE,47,5,8D,1,BA,0,0,0,0,0,0,D,A0
522,4,C5,0,95,6,23,FE,41,4,D2,1,59,0,0,0,0,0,0,D,A0
523,4,C9,0,93,6,9,FE,95,4,5F,1,66,0,0,0,0,0,0,D,60
524,5,1B,0,91,5,29,FE,C2,4,F9,1,5C,0,0,0,0,0,0,D,E0
525,4,EC,0,5A,4,AD,FE,56,6,4E,1,7,0,0,0,0,0,0,D,A0
526,4,7B,0,3A,4,D9,FD,A9,7,D8,0,89,0,0,0,0,0,0,D,C0
527,3,7B,FF,C7,6,4E,FD,BF,8,20,0,40,0,0,0,0,0,0,D,90
528,3,44,0,51,7,B8,FD,9E,7,64,0,29,0,0,0,0,0,0,D,C0
529,3,7B,0,62,7,39,FE,89,6,3F,0,B4,0,0,0,0,0,0,D,A0
530,3,AF,0,2F,5,5A,0,2E,7,F,1,8D,0,0,0,0,0,0,E,0
531,2,DF,FF,20,6,AE,0,5D,7,DF,1,5D,0,0,0,0,0,0,D,A0
532,1,F7,FE,EB,8,19,FF,8C,6,B2,0,47,0,0,0,0,0,0,D,A0
533,1,96,FF,94,8,2A,0,12,6,1B,FF,C9,0,0,0,0,0,0,D,D0
534,1,B6,0,22,9,8,1,D5,4,BF,0,59,0,0,0,0,0,0,D,C0
535,2,1F,0,97,8,E4,2,81,3,D8,0,F6,0,0,0,0,0,0,D,C0
536,2,46,0,4D,7,D8,1,D7,4,92,0,C9,0,0,0,0,0,0,D,90
537,1,B6,0,3B,8,1B,FF,AB,5,29,0,6D,0,0,0,0,0,0,D,C0
538,0,FF,0,45,9,4F,FF,42,4,F7,0,67,0,0,0,0,0,0,D,A0
539,0,C4,0,5B,9,75,FF,EF,4,4,0,FB,0,0,0,0,0,0,D,60
540,0,EA,0,25,8,B8,0,EB,3,20,1,96,0,0,0,0,0,0,D,C0
541,0,E0,0,46,7,CA,1,68,3,4E,1,AC,0,0,0,0,0,0,D,70
542,0,67,FF,FA,7,AC,1,6F,4,9,1,3F,0,0,0,0,0,0,D,90
543,0,59,0,39,7,CC,0,E,4,2C,0,82,0,0,0,0,0,0,D,50
544,0,72,0,A2,7,74,FF,64,4,80,0,EE,0,0,0,0,0,0,D,60
545,0,7,0,4C,7,28,0,37,5,15,1,51,0,0,0,0,0,0,D,C0
546,FF,95,FF,C7,7,1B,0,26,5,32,0,AB,0,0,0,0,0,0,D,E0
547,FF,84,0,E,6,8C,0,C6,5,A0,0,3E,0,0,0,0,0,0,D,A0
548,FF,76,0,76,5,E0,1,37,6,92,FF,F8,0,0,0,0,0,0,D,C0
549,FF,CB,0,F1,5,B8,1,E7,7,5E,0,B,0,0,0,0,0,0,D,C0
550,FF,55,0,EF,6,7A,3,68,8,AB,0,51,0,0,0,0,0,0,D,D0
